audio,transcription,Unnamed: 2,extra,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
VS-34a_44,hooy pananipusihich?,,,,,,
VS-34a_45,ikiich too xuriha.,,,,,,
VS-34a_46,kuyraak pamu'apsiih,,,,,,
VS-34a_47,papusihich uum kuyraak pamu'apsiih.,,,,,,
VS-34a_48,papusihich vura uum vaaram pamu'apvuuy.,,,,,,
VS-34a_49,,,,,,,
VS-34a_50,papusihich uum vura ipshuunkinich pamu'apvuuy.,,,,,,
VS-34a_51,ipshuunkinich pamu'apvuuy.,,,,,,
VS-34a_52,papusihich uum pufaat pamu'apvuuy.,,,,,,
VS-34a_53,papusihich apvuyipux.,,,,,,
VS-34a_54,pufaat pamu'apvuuy.,,,,,,
VS-34a_55,pufaat pamu'apsiih.,,,,,,
VS-34a_56,peekrivraam axak pamuchivchakar.,,,,,,
VS-34a_57,axak pamuchivchakar.,,,,,,
VS-34a_58,peekrivraam uum taay pachivchakar.,,,,,,
VS-34a_59,peekrivraam uum pufaat pachivchakar.,,,,,,
VS-34a_60,uum pufaat pachivchakar.,,,,,,
VS-34a_61,peekrivraam pufaat chivchakar.,,,,,,
VS-34a_62,aah nipikyaat.,,,,,,
VS-34a_63,pa'aah chimi pikyav!,,,,,,
VS-34a_64,tu'iinva.,,,,,,
VS-34b_01,papusihich vura uum taay ip u'avat ipit.,,,,,,
VS-34b_02,papusihich ip taay tu'avat.,,,,,,
VS-34b_03,puuhara, papusihich ip taay tu'avat.,,,,,
VS-34b_04,papusihich vura uum too xuriha, vura uum taay u'aveesh.,,,,,
VS-34b_05,too xuriha.,,,,,,
VS-34b_06,vura uum taay papusihich tu'av.,,,,,,
VS-34b_07,pusihich vura uum puxich too kviit-ha.,,,,,,
VS-34b_08,papusihich vura itihaan ukviit-hitih.,,,,,,
VS-35a_01,pusihich ikrivkir ukuuntakoo.,,,,,,
VS-35a_02,axak papusihich ikrivkir kunkuuntakoo,,,,,,
VS-35a_03,koovura taay papusihich peekrivkir kunkuuntakoo.,,,,,,
VS-35a_04,pa'avansa ukuuntakoo pa'ikrivkir.,,,,,,
VS-35a_05,pa'avansa kaan ukrii ukuuntakoo pa'as.,,,,,,
VS-35a_06,ukuuntakoo pa'as.,,,,,,
VS-35a_07,pa'apsuun kaan uthaantakoo pa'as.,,,,,,
VS-35a_08,papusihich kaan uthaaniv asimnaam.,,,,,,
VS-35a_09,asimnaam uthaaniv.,,,,,,
VS-35a_10,axak pa'apsuun vaa kaankan kunthaaniv asimnaam,,,,,,
VS-35a_11,koovura kaan papusihich ta kunyichaachha asimnaam,,,,,,
VS-35a_12,nani'asimnaam as kaan tuthaaniv,,,,,,
VS-35a_13,yaxa pa'achviiv kaan too kxipish.,,,,,,
VS-35a_14,payook ikriish!,,,,,,
VS-35a_15,haa, vaa kaan nikriishriheesh.,,,,,
VS-35a_16,naa payook nikriishrih.,,,,,,
VS-35a_17,vaa payook nikrii.,,,,,,
VS-35a_18,payook koovura nukrii.,,,,,,
VS-35a_19,koovura kiikriishrih!,,,,,,
VS-35a_20,naa payook nithaaniv.,,,,,,
VS-35a_21,naa payeem ni'aasishriheesh.,,,,,,
VS-35a_22,payook aasishrih!,,,,,,
VS-35a_23,koovura nu'aasishrihinaa.,,,,,,
VS-35a_24,yaxa koovura kunikviit-hinaatih.,,,,,,
VS-35a_25,yaxa koovura ta kunikviit-hinaa.,,,,,,
VS-35a_26,naa payook nihyarih.,,,,,,
VS-35a_27,koovura nuhyarih.,,,,,,
VS-35a_28,ihyarihship!,,,,,,
VS-35a_29,iim ihyarihship!,,,,,,
VS-35a_30,koovura kiihyarihship!,,,,,,
VS-35a_31,papusihich uhyarih.,,,,,,
VS-35a_32,pa'ipaha kaan uhyarih.,,,,,,
VS-35a_33,apus kaan utakararih,,,,,,
VS-35a_34,vura uum taay pa'apus kaan utakararih,,,,,,
VS-35a_35,yaxa vaa kaan nitakararih.,,,,,,
VS-35a_36,vaa kaan pa'ipaha nitakararih,,,,,,
VS-35a_37,ta nitakararih,,,,,,
VS-35a_38,papusihich kaan ukrii hum?,,,,,,
VS-35a_39,papusihich vaa kaan ukriv pa'ikrivkir.,,,,,,
VS-35a_40,papusihich um vaa kaan ukrii?,,,,,,
VS-35a_41,puuhara papusihich uum asimnaam ukrii,,,,,,
VS-35a_42,iikam um ihyarih?,,,,,,
VS-35a_43,puuhara iinaak nihyarih.,,,,,,
VS-35a_44,iim ipahak ihyarih?,,,,,,
VS-35a_45,puuhara, naa asak nihyarih.,,,,,
VS-35a_46,xayfaat ipahak ihyarih!,,,,,,
VS-35a_47,xayfaat nani'asimnaam kuthaaniv,,,,,,
VS-35a_48,xayfaat nanikrivkir ikuuntakoo,,,,,,
VS-35b_01,ta numah.,,,,,,
VS-35b_02,nipitaptih.,,,,,,
VS-35b_03,vaa paykuuk nipitap.,,,,,,
VS-35b_04,ta nimah.,,,,,,
VS-35b_05,ta ni'ay.,,,,,,
VS-35b_06,naa ta athiik.,,,,,,
VS-35b_07,iim karu athiik,,,,,,
VS-35b_08,ta nayikiha,,,,,,
VS-35b_09,imaan nimaheeshi.,,,,,,
VS-35b_10,imaan ik nimaheeshi.,,,,,,
VS-35b_11,imaan athiik nipmahoonkooneesh.,,,,,,
VS-35b_12,imaan iim athiik ipmahoonkooneesh.,,,,,,
VS-35b_13,ipit ip virusur nimahat kunish, ta ni'ay.,,,,,
VS-35b_14,ipit ip pavirusur nimahat, vura puxich ta ni'ay.,,,,,
VS-35b_15,ipit vura uum puxich athiik.,,,,,,
VS-35b_16,vura uum puxich ta nayikiha.,,,,,,
VS-35b_17,naa nikviit-hitih.,,,,,,
VS-35b_18,,,,,,,
VS-35b_19,iim hum ikviit-hitih,,,,,,
VS-35b_20,puuhara naa puneekvii-hitihara.,,,,,,
VS-35b_21,paxiichas ta kunikyamiichvunaa,,,,,,
VS-35b_22,naa karu nikyamiichvutih.,,,,,,
VS-35b_23,imaan nikyamiichveesh,,,,,,
VS-35b_24,naa imaan nikyamiichveesh.,,,,,,
VS-35b_25,ipit ip nikyamiichva.,,,,,,
VS-35b_26,ipit nikyamiichva.,,,,,,
VS-35b_27,ipit vura uum nikyamiichvutih.,,,,,,
VS-35b_28,ipit hum ikyamiichvaheen,,,,,,
VS-35b_29,,,,,,,
VS-35b_30,naa payeem ni'uufithvutih.,,,,,,
VS-35b_31,iim i'uufithva hum?,,,,,,
VS-35b_32,imaan ni'uufithveesh.,,,,,,
VS-35b_33,naa vura puxich ta napihniichha.,,,,,,
VS-35b_34,ta napihniichha.,,,,,,
VS-35b_35,naa ta napihniichha.,,,,,,
VS-35b_36,xara ta nikrii,,,,,,
VS-35b_37,tukeevniikichha.,,,,,,
VS-35b_38,nikviit-hitiheesh.,,,,,,
VS-35b_39,panipihniichhaak, vura itihaan nikviit-hitiheesh.,,,,,
VS-35b_40,panipihniichhaak vura vaa ni'uufithveesh,,,,,,
VS-35b_41,akaay too knaknak?,,,,,,
VS-35b_42,naa niknaknakeesh.,,,,,,
VS-35b_43,xayfaat iknaknak!,,,,,,
VS-35b_44,ipit ip niknaknak.,,,,,,
VS-35b_45,pachishii uhyiivtih.,,,,,,
VS-35b_46,pachishii ta nixaapka.,,,,,,
VS-35b_47,pachishii nixaapka.,,,,,,
VS-35b_48,pachishii nixaapkeesh.,,,,,,
VS-35b_49,xayfaat naxaapka!,,,,,,
VS-35b_50,ni'iikat,,,,,,
VS-35b_51,ni'iikeesh.,,,,,,
VS-35b_52,xayfaat na'iik!,,,,,,
VS-35b_53,pachishii ip nixaapka.,,,,,,
VS-36_01,koovura iin kinimuustiheesh.,,,,,,
VS-36_02,,,,,,,
VS-36_03,koovura kiimuustiheesh.,,,,,,
VS-36_04,iimkun koovura kiimuustiheesh.,,,,,,
VS-36_05,chimi nuchuuphi!,,,,,,
VS-36_06,uumkun kunchuuphitih.,,,,,,
VS-36_07,xayfaat ichuupha!,,,,,,
VS-36_08,naa nichuupheesh.,,,,,,
VS-36_09,iim ichuupheesh.,,,,,,
VS-36_10,nachuphuunish naa!,,,,,,
VS-36_11,paykuuk uum chuphuunish!,,,,,,
VS-36_12,xayfaat vaa ichuphuunish!,,,,,,
VS-36_13,uum naa nachuphunishkoovish.,,,,,,
VS-36_14,,,,,,,
VS-36_15,iim nuchuphunishkoovish.,,,,,,
VS-36_16,xayfaat kinchuphunishkoo!,,,,,,
VS-36_17,chimi nuvyiishipreevish.,,,,,,
VS-36_18,ipvoonvanaachheesh.,,,,,,
VS-36_19,naa ta nipasasip pananivoonvanaach.,,,,,,
VS-37_01,akaay ukyaanik vaa pa'apxaan?,,,,,,
VS-37_02,naa nikyaat pa'apxaan.,,,,,,
VS-37_03,xas nipikyaar.,,,,,,
VS-37_04,naa vura nixuti yav paniviiktih.,,,,,,
VS-37_05,payav nipmahoonkoonatih, vaa vura vikayav.,,,,,
VS-37_06,yav nipmahoonkoonatih xas vura vaa vikayav karu.,,,,,,
VS-37_07,xas kukuum ta nipikyav.,,,,,,
VS-37_08,xas kukuum yav ta nipikyav.,,,,,,
VS-37_09,xas vura ta nipikyaar.,,,,,,
VS-37_10,yav ta nipikyaar.,,,,,,
VS-37_11,nipikyaar.,,,,,,
VS-37_12,yitha nipikyaavish.,,,,,,
VS-37_13,nipikyaavish pa'apxaan.,,,,,,
VS-37_14,nipikyaavish.,,,,,,
VS-37_15,neepsharavrikeesh.,,,,,,
VS-37_16,pananikiit iin neepsharavrikeesh.,,,,,,
VS-37_17,naa iim iin neepsharavriik.,,,,,,
VS-37_18,uum vura itihaan neepsharavriiktih.,,,,,,
VS-37_19,uum vura itihaan iin neepsharavriiktih,,,,,,
VS-37_20,itihaan iin neepsharavrik.,,,,,,
VS-38_01,taak payufish.,,,,,,
VS-38_02,hooy pamisikih?,,,,,,
VS-38_03,ta avahiv!,,,,,,
VS-38_04,faat uum pay?,,,,,,
VS-38_05,hooy pasara?,,,,,,
VS-38_06,mah pay'ook pasara.,,,,,,
VS-38_07,faat i'aveesh?,,,,,,
VS-38_08,faat ixuti i'aveesh?,,,,,,
VS-38_09,naa sara ni'aveesh.,,,,,,
VS-38_10,faat ivishtaantih, musmus'iish karu nakish'iish?,,,,,
VS-38_11,naa musmus'iish nivishtaantih.,,,,,,
VS-38_12,ishaha hum i'isheesh?,,,,,,
VS-38_13,sara hum i'aveesh?,,,,,,
VS-38_14,uchish hum i'isheesh?,,,,,,
VS-38_15,uchish hum ivishtaantih?,,,,,,
VS-38_16,apus hum i'aveesh?,,,,,,
VS-38_17,mah pay pasara.,,,,,,
VS-38_18,chu pasara!,,,,,,
VS-38_19,axak pasara ni'eechipreevish.,,,,,,
VS-38_20,teexuriha hum?,,,,,,
VS-39_01,vura kunish ta naxuriha.,,,,,,
VS-39_02,oo, vura uum puxich ta naxuriha.,,,,,
VS-39_03,haa, vura puxich ta naxuriha.,,,,,
VS-39_04,ishaha hum tee xrah?,,,,,,
VS-39_05,haa vura kunish ta neexrah.,,,,,,
VS-39_06,haa vura puxich ta neexrah.,,,,,,
VS-39_07,haa vura uum puxich ta neexrah.,,,,,,
VS-39_08,pacake hum ikyaavish?,,,,,,
VS-39_09,huut pacake ikyaavish?,,,,,,
VS-39_10,chimi pacake nukyaari!,,,,,,
VS-39_11,chimi pacake nukyav!,,,,,,
VS-39_12,pajuice hum i'isheesh?,,,,,,
VS-41_01,pay uum pananitaat.,,,,,,
VS-41_02,akaay uum pami'avan?,,,,,,
VS-41_03,kahtishraam uum i'aramsiiprimtih?,,,,,,
VS-41_04,pay uum panani'avan, Peter.,,,,,
VS-41_05,huut kich pamitunviiv?,,,,,,
VS-41_06,huut kich pami'aramah?,,,,,,
VS-41_07,pa'axiichas vura yav.,,,,,,
VS-41_08,koovura pa'axiitichas vura yav.,,,,,,
VS-41_09,puxich kaarim kun'ipmahoonkoonatih.,,,,,,
VS-41_10,yav kun'ipmahoonkoonatih.,,,,,,
VS-41_11,pananitipah vura uum kaarim upmahoonkoonatih.,,,,,,
VS-47_01,panani'akah vurava pimnaanih.,,,,,,
VS-47_02,xas vurava taay too kyav pa'ahup.,,,,,,
VS-47_03,xas vura tuvaxrah, papimnaanih.,,,,,
VS-47_04,xas vurava itheeshyav koovura ahup too kyav.,,,,,,
VS-47_05,xas vura uum itihaan taay nanu'ahup.,,,,,,
LA78.1-017_1-01,karuk iinaak kaan ta kun'aamvunaa.,,,,,,
LA78.1-017_1-02,kunxus," "" uknamxanahich chimi nu'ihukanveesh.""",,,,,
LA78.1-017_1-03,kari xas kari puyava iinaak ta kunpavyiihfuruk.,,,,,,
LA78.1-017_1-04,aas ta kun'iishvunaa.,,,,,,
LA78.1-017_1-05,kari xas ta kun'impaha.,,,,,,
LA78.1-017_1-06,ikmahachraam ta kunpavyihish.,,,,,,
LA78.1-017_1-07,kukuum vura imaan too kxaramha.,,,,,,
LA78.1-017_1-08,kukuum vura vaa kari ta kunpavyihivrath.,,,,,,
LA78.1-017_1-09,axmay vura yitha ukyivivrath.,,,,,,
LA78.1-017_1-10,xas upiip," "" yee naa", pihneefich tuvooruvrathaheen.,,,,
LA78.1-017_1-11,"pananupiykirikir tu'av.""",,,,,,
LA78.1-017_1-12,chavura kunpamfipivrath.,,,,,,
LA78.1-017_1-13,"xas kunipeer "" chimi arihishrih.""",,,,,,
LA78.1-017_1-14,kari xas kari ta'itam upakuriihvaheen.,,,,,,
LA78.1-017_1-15,"kari xas "" chemi"," chuvaarap.""",,,,,
LA78.1-017_1-16,kari xas axmay vura upiip," "" ishavaas", nipthivkeevish, ishavaas," nipthivkeevish.""",,
LA78.1-017_1-17,"xas kunipiip "" chemi.",,,,,,
LA78.1-017_1-18,kuna vura xayfaat ik iyuupha.,,,,,,
LA78.1-017_1-19,vaa ik vura panuviitihaak.,,,,,,
LA78.1-017_1-20,"vaa ik vura i'asimchaaktiheesh.""",,,,,,
LA78.1-017_1-21,ta'itam kunpavyiihshipreeheen.,,,,,,
LA78.1-017_1-22,chavura yiiv ta kunpavyiihma.,,,,,,
LA78.1-017_1-23,kari xas kari uxus," "" tii kanyuuphi"," apapiichyuupich.""",,,,
LA78.1-017_1-24,kari xas, xas uyuupha.,,,,,
LA78.1-017_1-24a,xas kunivyiiship.,,,,,,
LA78.1-017_1-25,"xas yanava "" ikmahachraam"" xas "" panithaaniv.",,,,,,
LA78.1-017_1-26,ii! if kaarim nikupheen," paniyuupheen.""",,,,,
LA78.1-017_1-27,kari xas puyava uumpan mah'iitnihach ta kunpavyiihship, kukuum, paastaah.,,,,
LA78.1-017_1-28,karu ta kunpavyiihma.,,,,,,
LA78.1-017_1-29,karu ithivthaneen'ipan ta kunpavyiihma.,,,,,,
LA78.1-017_1-30,puyava kukuum vura kumateech pookxaramheesh, kukuum vura vaa kari kunpavyiihshipreevish.,,,,,
LA78.1-017_1-31,ta iinaak aas ta kunpishar.,,,,,,
LA78.1-017_1-32,kumateech kunivyiihshipreevish.,,,,,,
LA78.1-017_1-33,kun'ihukanveesh uknamxanahich.,,,,,,
LA78.1-017_1-34,kari xas kukuum vura pihneefich upiip," "" nipthivkeevish"," ishavaas.""",,,,
LA78.1-017_1-35,"xas kunipeer "" chemi.""",,,,,,
LA78.1-017_1-36,kari xas kumateech kunpavyihivrath.,,,,,,
LA78.1-017_1-37,"ta'itam "" yee chimi arihish.""",,,,,,
LA78.1-017_1-38,ta'itam kun'arihishriihvaheen pa'ihukar.,,,,,,
LA78.1-017_1-39,ta'itam kunivyiihshipreeheen.,,,,,,
LA78.1-017_1-40,pihneefich ta'itam upthivkeeheen,,,,,,
LA78.1-017_1-41,"kari xas kunipeer "" xayfaat ik iyuupha.",,,,,,
LA78.1-017_1-42,vura nik panuvyiihmahaak," xasik vura iyuupheesh.""",,,,,
LA78.1-017_1-43," chemi, nik ishavaas, punayuupheeshara.",,,,,,
LA78.1-017_1-44,ta'itam kunpavyiihshipreeheen.,,,,,,
LA78.1-017_1-45,chavura axmay vura kunvitish.,,,,,,
LA78.1-017_1-46,"xas kunipeer "" ta nuvyihuk.""",,,,,,
LA78.1-017_1-47," ee! ninithivthaaneen, ninithivthaaneen.",,,,,,
LA78.1-017_1-48,ta'itam uuth upiytuykaanvaheen.,,,,,,
LA78.1-017_1-49,panamnih'uuth uuth upiytuykaanva.,,,,,,
LA78.1-017_1-50,katiphira'uuth uuth upiytuykaanva.,,,,,,
LA78.1-017_1-51," ninithivthaaneen, ninithivthaaneen.",,,,,,
LA78.1-017_1-52,tishanih'uuth uuth upiytuykaanva.,,,,,,
LA78.1-017_1-52a,,,,,,,
LA78.1-017_1-53,tuyvuk'uuth uuth upiytuykaanva.,,,,,,
LA78.1-017_1-54," ninithivthaaneen, ninithivthaaneen, ta ni'ipak, ninithivthaaneen.",,,,,,
LA78.1-017_1-54a,,,,,,,
LA78.1-017_1-55,kupanakanakana. cheech ik vura ishyaat imshirihraavish.,,,,,,
LA78.1-017_1-56,nayaavheesh ik.,,,,,,
LA78.1-017_1-57,vura uum ta neemchitatkoo.,,,,,,
LA78.1-017_1-58,karu cheech ik ataychukinach i'uunupraveesh.,,,,,,
LA78.1-017_1-59,nayaavheesh ik.,,,,,,
LA78.1-008_1-1,vaa kunkuphaanik, ithaan.,,,,,
LA78.1-008_1-10,xanahichvari axmay u'ahoo, pihneefich.,,,,,
LA78.1-008_1-11,ta'itam kuntariheen.,,,,,,
LA78.1-008_1-12,xas upiip," "" naa vura ninipakuri nipakuriihveesh"," pani'eethkaanvahaak.""",,,,
LA78.1-008_1-13,ta'itam u'eethkaanvaheen.,,,,,,
LA78.1-008_1-14,ta'itam upakuriihvaheen.,,,,,,
LA78.1-008_1-15, ayiyihanijanee hanijaaneeya.,,,,,,
LA78.1-008_1-16,chavura koovura ixraam upikyafipayaachha, pa'ipa koo kinpaxeepat.,,,,,
LA78.1-008_1-17,peekxareeyav vura ixraam upikyafipayaachha.,,,,,,
LA78.1-008_1-18,kari xas upvoonsip.,,,,,,
LA78.1-008_1-19,xas ta'itam u'ipahooheen.,,,,,,
LA78.1-008_1-2,peekxareeyav yichakanach koovura kunpamfipishnihayaacha.,,,,,,
LA78.1-008_1-20,puya vaa vura kich.,,,,,,
LA78.1-008_1-3,kunpavyihishrihanik.,,,,,,
LA78.1-008_1-4,kari xas kunxutih," "" chimi nuthtiitvunaa.""",,,,,
LA78.1-008_1-5,ta'itam kunithtiitvunaa.,,,,,,
LA78.1-008_1-6,paanpay vaa ta kunkuupha.,,,,,,
LA78.1-008_1-7,apapkam ta kinchifich.,,,,,,
LA78.1-008_1-8,vura koovura ta kunpaxeepayaachha, pamukun'uup.,,,,,
LA78.1-008_1-9,vura ta kinchifich.,,,,,,
LA78.1-002_001,... kun'asúuvish vaa páy kumá'ana kuma'ii. (LB: ohh.),,,,,,
LA78.1-002_002,fáat yáxa faat tamtipshíina(vish?) fáat yáxa vaa póo- pápirish kun uum va aas vura faat karu ayaptanapapushiinvee,,,,,,
LA78.1-002_003,uum vâaram vaa káan [koo?noise] viri vaa'ii (LB: ohh.),,,,,,
LA78.1-002_004,kunipéer anavikyâatich tikunpikni[noise...?] (LB: ohh.),,,,,,
LA78.1-002_005,viri vaa peen xútik ta kunâach'aa vêenka kunapasúpiich,,,,,,
LA78.1-002_011,[kunyûunyuvav?] kunâach'aa manâa vaa yáxa. viri xákaan ukrii pa- paxánkiit?,,,,,,
LA78.1-002_012,haa, manava xan- xakaan kun'iinanik vaa kuma'ii poo'asuviishti pa pu'ahup ikyaatihara.,,,,,
LA78.1-002_013, aakich ivaakirihti.,,,,,,
LA78.1-002_013a,"... chimi, (LB?:) aah, chimi áhup iky-",,,,,,
LA78.1-002_014,ahup ikyaan.,,,,,,
LA78.1-002_015,"huut ti'iin, aakich ivaakirihti.",,,,,,
LA78.1-002_016,"kuna uum kipa faat, toomchax, ayu'aach uum aas u'aramsiiprivti, karu pasah'ahup uum ishahar.",,,,,,
LA78.1-002_017,uchiishhiti.,,,,,,
LA78.1-002_018,vura? uum pu'athik iimtihara.,,,,,,
LA78.1-002_019,kunâach'aa vúra kích pa'áthik uum- [other speaker (NR?) overlapping:] uum vura kich uum pa'áthik uum teeheech uum vura vaxáraha kuma'púumpay.,,,,,,
LA78.1-002_021,(LB:ohh.) kuna pay uum xankiit aasa'eech yaxa ukrii.,,,,,,
LA78.1-002_022,"puyava pa'ahup uum axkeemich, pufaat xutihara...",,,,,,
LA78.1-002_023,man koovura uum paachviiv koovura aah kuntaarahiti.,,,,,,
LA78.1-002_024,... vurathuukkichpa'aahputhiinati.,,,,,,
LA78.1-002_025,xas uvoonupuk.,,,,,,
LA78.1-002_026,"kari xaspuya vura xanáh xara vura tookrii xas uxuti,",,,,,,
LA78.1-002_027,puya huuka yaxa tu'uum.,,,,,,
LA78.1-002_028,"xas iikam purafatak, kaan a' uturaati pa'iihyan.",,,,,,
LA78.1-002_029,yanava a' tuvooruraa.,,,,,,
LA78.1-002_030,"kari xas upiip, puya, ipvuunihi, xay ikyivuni.",,,,,,
LA78.1-002_031,huut kuma'ii pa'a' tivooruraa.,,,,,,
LA78.1-002_032,"kari xas upiip, kunaach'aa, yanip neepeentihat ahup ikyaan.",,,,,,
LA78.1-002_033,matee kuma'avanihich uvooruraa. 'kari xákan a' purih,,,,,,
LA78.1-002_034,xas a' vura tuvooruraa kunish aachipvari ipaniichvari.,,,,,,
LA78.1-002_035,"puya ipvuunihi, xay ikyivuni.",,,,,,
LA78.1-002_036,kunaach'aa yanip neepeentihat ahup ikyaan.,,,,,,
LA78.1-002_037,"puya vura iinaak upvoonfuruk, vura vaa a' tuvooruraa chareeaxay...[?]",,,,,,
LA78.1-002_038,xanahich axmay upatapata.,,,,,,
LA78.1-002_039,"u'ahirim, ii kari xas u'arihrupuk, uxus uum too- tupikniivratih.",,,,,,
LA78.1-002_040,tooyveeshriheen pa'ahup.,,,,,,
LA78.1-002_041,"uum tookxipshur, uum vura kich vaa ahup tookyav.",,,,,,
LA78.1-002_042,viri uum vaa paxankiit uum vaa pupimkuutihara pama' va'ahup.,,,,,,
LA78.1-002_043,a toomchax.,,,,,,
LA78.1-002_044,uum puvaa pimkuutihara xaat kuniyuunkiri ayu'aach uum aas ukrii.,,,,,,
LA78.1-002_045,"(LB: aah!) vura uum paykich vaa uum pishipumkuutiha pa- pa- (LB: pakunaach'aa, kúna uum sah'áhup) kuna uum sah'ahup kich upimkuuhti, pamah'ahup pupimkuuhtihara.",,,,,,
LA78.1-002_046,"(LB: aah.) uum sah'ahup kich upimkuuhti, ayu'aach uum vura vaa aasak va'ahup.",,,,,,
LA78.1-002_047,uthivruuhvarak sah'ahup.,,,,,,
LA78.1-002_048,(LB: uum vaa kari xas upímkuuh a ta pum-) kari xas uum vaa upimkuuhtivaa kunaach'aa pa'ahup.,,,,,,
LA78.1-002_049,kuna uum paxankiit vaa pupimkuuhtihara pamah'ahup.,,,,,,
LA78.1-002_050,vúra pasah'áhup xas upímkuutih pa'áhup- áhup'aasvuuti- pa'ásak pishpoonivoon?? kiri áahkuriheen?- áah-,,,,,,
LA78.1-002_052,uchiishhiti ayu'aach uum aas ukrii paxankiit.,,,,,,
LA78.1-002_053,(speaker 1:) puyava pay... (speaker 2:) ... vaa xakkan kunîinak man'áta vura mana ma yáxa ma- koovúra takanukreeni-?,,,,,,
LA78.1-002_057,maakipiikunaachkiipiteesh astiip ukxipithunatipatoo- patuchixaanahaak.,,,,,,
LA78.1-002_058,,,,,,,
LA78.1-002_059,teek vura peekukak upanaknaakti(otherspeaker:yeah.1stspeakerrepeatsupnaknak).,,,,,,
LA78.1-002_060,,,,,,,
LA78.1-002_061,viri vaa astiip usuviish- (other speaker interjects tu asuviish) ... chchchchch ... tóomchax [laughter],,,,,,
LA78.1-002_062,"(speaker 1:) vura tóomchax (speaker 2:) ah, tóomchaxayaacha",,,,,,
LA78.1-002_063,kuna pay pa kunaachaa uum uum áathik toopiimshur,,,,,,
LA78.1-002_064,xas viriva uum vaa xákaan huukeen? hum vaa va kari hum karu i vee kuuku uum,,,,,,
LA78.1-002_065,va man kúpanakana... (other speaker: ohh),,,,,,
LA78.1-002_066,vaa ta kári kupánakanakana,,,,,,
LA78.1-002_067,vaa upikvah,,,,,,
LA78.1-004a_01,mahnuuvanach uum vura kaan tuyikiha.,,,,,,
LA78.1-004a_02,"ii, kari xas kunxus,  puya if puxich too kuha kiri xuus kun'uum.",,,,,,
LA78.1-004a_03,kari xas ta'itam," "" chimi kiikpikaan kachakaach.""",,,,,
LA78.1-004a_04,ta'itam kunpikaaraheen.,,,,,,
LA78.1-004a_05,ta'itam u'uumaheen.,,,,,,
LA78.1-004a_06,yee kari xas vura puxay vuraxay xay vura huut-heesh, vura puxich tuyikiha.,,,,,
LA78.1-004a_07,ta'itam xas xuus u'uumaheen.,,,,,,
LA78.1-004a_08,xas kari upiip," "" chimi akaay kich vura karu kiikpikaan.",,,,,
LA78.1-004a_09,"vura uum puxich too kuha.""",,,,,,
LA78.1-004a_10,kari xas ta'itam kunpikaaraheen, xankiit.,,,,,
LA78.1-004a_11,koovura ta kun'oonvishrihanik.,,,,,,
LA78.1-004a_12,viri vaa kich ta'itam xankiit," "" chemi.""",,,,,
LA78.1-004a_13,ta'itam xuus u'uumaheen.,,,,,,
LA78.1-004a_14,ye-e-he-e-he-e, ye-e-he-e-he-e, ye-e-he-e-he-e, ye-e-he-e-he-e, ye-e-he-e-he-e,,
LA78.1-004a_15,kari xas upikriish, upiheer, sahishyuuxach.,,,,
LA78.1-004a_16,xas upiip," "" puxay vura"," chimi xuus kiik'uumih.""",,,,
LA78.1-004a_17,kari xas ta'itam, uvoonsipreeheen, xankiit.,,,,
LA78.1-004a_18,umpaan xuus u'uum.,,,,,,
LA78.1-004a_19,kari xas kari, ta'itam, u'arihishriheen:,,,,
LA78.1-004a_20,ye-he-heha-na-he, ye-he-heha-na-he,,,,,
LA78.1-004a_21,achpuus kanapishaavsiprinih.,,,,,,
LA78.1-004a_23,achpuus kanapishaavsiprinih.,,,,,,
LA78.1-004a_25,achpuus kanapishaavsiprinih.,,,,,,
LA78.1-004a_26,kari xas upikriish, xas upiheer.,,,,,
LA78.1-004a_27,kari xas upiip," "" chimi imkunpaan.",,,,,
LA78.1-004a_28,puxay vura huut-heeshara.,,,,,,
LA78.1-004a_29,"vura puxich too kuha.""",,,,,,
LA78.1-004a_30,mahnuuvanach vaas kich uthiv, vura ta kaarim.,,,,,
LA78.1-004a_31,kari xas ta'itam, ta'itam xanpuchiniishveenach.,,,,,
LA78.1-004a_32,"kari xas "" chemi.""",,,,,,
LA78.1-004a_33,kachakaach kaan vura ukrii.,,,,,,
LA78.1-004a_34,puxay vuraxay, vura uum too kuha.,,,,,
LA78.1-004a_35,kari xas upiip," "" chimi"," chimi kanpatum""", xanpuchiniishveenach.,,,
LA78.1-004a_36,kari xas kari ta'itam upatumka.,,,,,,
LA78.1-004a_37,xas upiip,,,,,,
LA78.1-004a_38,a-yi-yi-yi-yi, a-yi-yi-yi-ya, a-yi-yi-yi-yi, ha-na-i-naa, a-yi-yi-yi-ya, i-na-i-na-ya. a-yi-yi-yi-yi-ya, a-yi-a-ye
LA78.1-004a_39,harivarihva veeniichva.,,,,,,
LA78.1-004a_41,harivarihva veeniichva.,,,,,,
LA78.1-004a_43,naa vura naapman'anamahachhitih.,,,,,,
LA78.1-004a_44,ya naa vura naapman'anamahachhitih.,,,,,,
LA78.1-004a_45,harivarihva veeniichva.,,,,,,
LA78.1-004a_47,harivarihva veeniichva.,,,,,,
LA78.1-004a_49,kari xas kachakaach upiip," "" aax", naa fatamakeesh kich ara upeereesh.,,,,
LA78.1-004a_50,"faat vura upeesh.""",,,,,,
