audio,transcription,transcription_mfa,speaker
karuk-2012-03-30-vs-3_21,puptaxatiihtihara pami'ifunih.,puptaxatiihtihara pamiqifunih,VS
karuk-2012-03-30-vs-3_22,naa vura uurihaan.,naa vura uurihaan,VS
karuk-2012-03-30-vs-3_23,naa karu.,naa karu,VS
karuk-2012-03-30-vs-3_24,vura puyavhara panani'ifunih.,vura puyavhara pananiqifunih,VS
karuk-2012-03-31-vs-2a_01,pananikustaan uum yaamach.,pananikustaan uum yaamach,VS
karuk-2012-03-31-vs-2a_02,pananikustaan uum yaamachheesh.,pananikustaan uum yaamachheesh,VS
karuk-2012-03-31-vs-2a_03,pananikustaan uum yaamach payeem.,pananikustaan uum yaamach payeem,VS
karuk-2012-03-31-vs-2a_04,pananikustaan vura mit uum yaamach.,pananikustaan vura mit uum yaamach,VS
karuk-2012-03-31-vs-2a_05,pananikustaan uum payeem puyaamachhara.,pananikustaan uum payeem puyaamachhara,VS
karuk-2012-03-31-vs-2a_06,koovura pananikustaan uum yaamachas.,koovura pananikustaan uum yaamachas,VS
karuk-2012-03-31-vs-2a_07,koovura pananikustaan vura yaamachas.,koovura pananikustaan vura yaamachas,VS
karuk-2012-03-31-vs-2a_08,pananikustaan koovura yaamachas.,pananikustaan koovura yaamachas,VS
karuk-2012-03-31-vs-2a_08a,koovura yaamachasheesh.,koovura yaamachasheesh,VS
karuk-2012-03-31-vs-2a_09,pananikustaansa vura yaamachas payeem.,pananikustaansa vura yaamachas payeem,VS
karuk-2012-03-31-vs-2a_10,vura mit yaamachas.,vura mit yaamachas,VS
karuk-2012-03-31-vs-2a_11,pananikustaansa vura mit uum yaamachas.,pananikustaansa vura mit uum yaamachas,VS
karuk-2012-03-31-vs-2b_01,naa vura puxich neetniivka.,naa vura puxich neetniivka,VS
karuk-2012-03-31-vs-2b_02,,,
karuk-2012-03-31-vs-2b_03,naa vura puxich neetniivkatih.,naa vura puxich neetniivkatih,VS
karuk-2012-03-31-vs-2b_04,,,
karuk-2012-03-31-vs-2b_05,nixapkoovish.,nixapkoovish,VS
karuk-2012-03-31-vs-2b_06,,,
karuk-2012-03-31-vs-2b_07,iim vura puxich itniivka.,iim vura puxich itniivka,VS
karuk-2012-03-31-vs-2b_08,uum vura puxich itniivka.,uum vura puxich itniivka,VS
karuk-2012-03-31-vs-2b_09,uum vura puxich kunixviiphinaatih.,uum vura puxich kunixviiphinaatih,VS
karuk-2012-03-31-vs-2b_10,vura puxich yav kunikyaatih.,vura puxich yav kunikyaatih,VS
karuk-2012-03-31-vs-2b_11-12,vura uum taay mu'ishkiit.,vura uum taay muqishkiit,VS
karuk-2012-03-31-vs-2b_11,,,
karuk-2012-03-31-vs-2b_12,,,
karuk-2012-03-31-vs-2b_13,taay vura mu'uup.,taay vura muquup,VS
karuk-2012-03-31-vs-2b_14-15,"uum vura yav, vaa kuma'ii.",uum vura yav vaa kumaqii,VS
karuk-2012-03-31-vs-2b_14,,,
karuk-2012-03-31-vs-2b_15,,,
karuk-2012-03-31-vs-2b_16,uum vurava yav vaa kuma'ii.,uum vurava yav vaa kumaqii,VS
karuk-2012-03-31-vs-2b_17,naa vura ishimfir.,naa vura ishimfir,VS
karuk-2012-03-31-vs-2c_01,iim karu.,iim karu,VS
karuk-2012-03-31-vs-2c_02,iim karu ishimfir.,iim karu ishimfir,VS
karuk-2012-03-31-vs-2c_03,naa vura ishimfir iim karu ishimfir.,naa vura ishimfir iim karu ishimfir,VS
karuk-2012-03-31-vs-2c_04,uum vaa ishimfir.,uum vaa ishimfir,VS
karuk-2012-03-31-vs-2c_05,naa vura ikpihan.,naa vura ikpihan,VS
karuk-2012-03-31-vs-2c_06,iim karu ishimfir.,iim karu ishimfir,VS
karuk-2012-03-31-vs-2c_07,iim karu ikpihan.,iim karu ikpihan,VS
karuk-2012-03-31-vs-2c_08,naa aas kich.,naa aas kich,VS
karuk-2012-03-31-vs-2c_09,ta napivaxrah.,ta napivaxrah,VS
karuk-2012-03-31-vs-2c_10,iim karu tipivaxrah.,iim karu tipivaxrah,VS
karuk-2012-03-31-vs-2c_11,uum ithvoon.,uum ithvoon,VS
karuk-2012-03-31-vs-2c_12,nuu ithvoon.,nuu ithvoon,VS
karuk-2012-03-31-vs-2c_13,uumkun ithvoon.,uumkun ithvoon,VS
karuk-2012-03-31-vs-2c_14,koovura ithvoon payeem.,koovura ithvoon payeem,VS
karuk-2012-03-31-vs-2c_15,nuu koovura ithvoon payeem.,nuu koovura ithvoon payeem,VS
karuk-2012-03-31-vs-2c_16,ta neemchax.,ta neemchax,VS
karuk-2012-03-31-vs-2c_17,naa ta neemchax.,naa ta neemchax,VS
karuk-2010-05-01-arg-edited-2_01,tee xviipha hum?,tee xviipha hum,VS
karuk-2010-05-01-arg-edited-2_02,tee kviit-ha hum?,tee kviitha hum,VS
karuk-2010-05-01-arg-edited-2_03,akaay vaa too kuupha?,akaay vaa too kuupha,VS
karuk-2010-05-01-arg-edited-2_04,huut pamithvuy?,huut pamithvuy,VS
karuk-2010-05-01-arg-edited-2_05,"faat ixutih"" kiri ni'av""?",faat ixutih kiri niqav,VS
karuk-2010-05-01-arg-edited-2_06,peeshkeesh huut kich?,peeshkeesh huut kich,VS
karuk-2010-05-01-arg-edited-2_07,akaay pami'araaras?,akaay pamiqaraaras,VS
karuk-2010-05-01-arg-edited-2_08,upathriheesh hum?,upathriheesh hum,VS
karuk-2010-05-01-arg-edited-2_09,chi upathriheesh.,chi upathriheesh,VS
karuk-2010-05-01-arg-edited-2_10,huut kich iim?,huut kich iim,VS
karuk-2010-05-01-arg-edited-2_11,huut kich uum Phil?,huut kich uum Phil,VS
karuk-2010-05-01-arg-edited-2_12,,,
karuk-2010-05-01-arg-edited-2_13,ishaha ta kuxrah?,ishaha ta kuxrah,VS
karuk-2010-05-01-arg-edited-2_14,koovura tithafip pa'av.,koovura tithafip paqav,VS
karuk-2010-05-01-arg-edited-2_15,vaa muxuun.,vaa muxuun,VS
karuk-2010-05-01-arg-edited-2_16,vaa uum xuntapan.,vaa uum xuntapan,VS
karuk-2010-05-01-arg-edited-2_17,pay uum panani'av hum?,pay uum pananiqav hum,VS
karuk-2010-05-01-arg-edited-2_18,pafipi.,pafipi,VS
karuk-2010-05-01-arg-edited-2_19,sara amayav.,sara amayav,VS
karuk-2010-05-01-arg-edited-2_20,amayav pasara.,amayav pasara,VS
karuk-2010-05-01-arg-edited-2_21,pamusara uum amayav.,pamusara uum amayav,VS
karuk-2010-05-01-arg-edited-2_22,hooy pamichnaat?,hooy pamichnaat,VS
karuk-2010-05-01-arg-edited-2_23,akvaat hum ivishtaantih?,akvaat hum ivishtaantih,VS
karuk-2010-05-01-arg-edited-2_24,huut kuma'ii?,huut kumaqii,VS
karuk-2010-05-01-arg-edited-2_25,hooy pamu'apsuun?,hooy pamuqapsuun,VS
karuk-2010-05-01-arg-edited-2_26,yaxa pamu'apxaan.,yaxa pamuqapxaan,VS
karuk-2010-05-01-arg-edited-2_27,pamu'apsiih xaapki!,pamuqapsiih xaapki,VS
karuk-2010-05-01-arg-edited-2_28,,,
karuk-2010-05-01-arg-edited-2_29,panani'apsiih too kuha.,pananiqapsiih too kuha,VS
karuk-2010-05-01-arg-edited-2_30,huut tu'iin pami'apsiih?,huut tuqiin pamiqapsiih,VS
karuk-2010-05-01-arg-edited-2_31,ta navishtar.,ta navishtar,VS
karuk-2010-05-01-arg-edited-2_32,uum huut amayav.,uum huut amayav,VS
karuk-2010-05-01-arg-edited-2_33,vura uum yav.,vura uum yav,VS
karuk-2010-05-01-arg-edited-2_34,faatva uchuuphitih.,faatva uchuuphitih,VS
karuk-2010-05-01-arg-edited-2_35,koovura yaamachas pananuvuup.,koovura yaamachas pananuvuup,VS
karuk-2010-05-01-arg-edited-2_36,pamu'atraax too kuha.,pamuqatraax too kuha,VS
karuk-2010-05-01-arg-edited-2_37,naa vura ikyavichvaan.,naa vura ikyavichvaan,VS
karuk-2010-05-01-arg-edited-2_38,akaay muthyur?,akaay muthyur,VS
karuk-2010-05-01-arg-edited-2_39,muthvaay too kuha.,muthvaay too kuha,VS
karuk-2010-05-01-arg-edited-2_40,xayfaat iim vishvankaam.,xayfaat iim vishvankaam,VS
karuk-2010-05-01-arg-edited-2_41,ithitiv hum?,ithitiv hum,VS
karuk-2010-05-01-arg-edited-2_42,puxich tuyunyuunha.,puxich tuyunyuunha,VS
karuk-2010-05-01-arg-edited-2_43,ikiich vura xara vura ta nikrii.,ikiich vura xara vura ta nikrii,VS
karuk-2010-05-01-arg-edited-2_44,arara'ishpuk hum?,araraqishpuk hum,VS
karuk-2010-05-01-arg-edited-2_45,vura ipih uum too spat.,vura ipih uum too spat,VS
karuk-2010-05-01-arg-edited-2_46,pay uum vaa kunipitih.,pay uum vaa kunipitih,VS
karuk-2010-05-01-arg-edited-2_47,Arch vura toopiip hum?,Arch vura toopiip hum,VS
karuk-2010-05-01-arg-edited-2_48,koovura kunpavyiishipeesh payeem.,koovura kunpavyiishipeesh payeem,VS
karuk-2010-05-01-arg-edited-2_49,paykuuk uum papoos.,paykuuk uum papoos,VS
karuk-2010-05-01-arg-edited-2_50,Arch uum tuthitiv.,Arch uum tuthitiv,VS
karuk-2010-05-01-arg-edited-2_51,too paachur pamu'ishkiit.,too paachur pamuqishkiit,VS
karuk-2010-05-01-arg-edited-2_52,vaa apxantinihichas panuchuphunishkoonaatih.,vaa apxantinihichas panuchuphunishkoonaatih,VS
karuk-2010-05-01-arg-edited-2_53,yaxa paykuuk karu apxantinihich karu pay apxantinihich karu pay apxantinihich,yaxa paykuuk karu apxantinihich karu pay apxantinihich karu pay apxantinihich,VS
karuk-2010-05-01-arg-edited-2_54,ararahih nichuupha.,ararahih nichuupha,VS
karuk-2010-05-01-arg-edited-2_55,kunyunyuunhinaatih.,kunyunyuunhinaatih,VS
karuk-2010-05-01-arg-edited-2_56,pay vura uum uxutih iyunyuunhitih.,pay vura uum uxutih iyunyuunhitih,VS
karuk-2010-05-01-arg-edited-2_57,uum vaa paykuuk vura uum vaa yav.,uum vaa paykuuk vura uum vaa yav,VS
karuk-2010-05-01-arg-edited-2_58,"haa, vaa amayav pataay ni'avat.",haa vaa amayav pataay niqavat,VS
karuk-2010-05-01-arg-edited-2_59,koovura panithafiiptih.,koovura panithafiiptih,VS
karuk-2010-05-01-arg-edited-2_60,pufaat nanishpuk.,pufaat nanishpuk,VS
karuk-2013-03-29-vs-3_01,too mnish pa'aama.,too mnish paqaama,VS
karuk-2013-03-29-vs-4_01,pa'aama too mnish.,paqaama too mnish,VS
karuk-2013-03-29-vs-4_02,vura uum yav.,vura uum yav,VS
karuk-2013-03-29-vs-4_03,pa'aama too mnish vura uum kunish ikxaramkunish.,paqaama too mnish vura uum kunish ikxaramkunish,VS
karuk-2013-03-29-vs-4_04,tu'iinka.,tuqiinka,VS
karuk-2013-03-29-vs-4_05,pa'aama too mnish xas vura tu'iinka.,paqaama too mnish xas vura tuqiinka,VS
karuk-2013-03-29-vs-4_06,pa'aama too mnish xas tu'iinka.,paqaama too mnish xas tuqiinka,VS
karuk-2013-03-29-vs-4_07,xas ikxaramkunish.,xas ikxaramkunish,VS
karuk-2013-03-29-vs-4_08,,,
karuk-2013-03-29-vs-4_09,pa'apxaan tu'iinka.,paqapxaan tuqiinka,VS
karuk-2013-03-29-vs-4_10,pa'apxaan vura tu'iinka ikxaramkunish.,paqapxaan vura tuqiinka ikxaramkunish,VS
karuk-2013-03-29-vs-4_11,too kxaramkunish.,too kxaramkunish,VS
karuk-2013-03-29-vs-4_12,taay vura paxuntapan ifikeesh.,taay vura paxuntapan ifikeesh,VS
karuk-2013-03-29-vs-4_13,too xyar.,too xyar,VS
karuk-2013-03-29-vs-4_14,taay vura ifikeesh paxuntapan.,taay vura ifikeesh paxuntapan,VS
karuk-2013-03-29-vs-4_15,vura too xyar pa'atimnam.,vura too xyar paqatimnam,VS
karuk-2013-03-29-vs-4_16,too yruhunih.,too yruhunih,VS
karuk-2013-03-29-vs-4_17,uyruuhsip.,uyruuhsip,VS
karuk-2013-03-29-vs-4_18,papusihich too skakuraa pa'amkirak.,papusihich too skakuraa paqamkirak,VS
karuk-2013-03-29-vs-4_19,papusihich too skakuraa amkiravasih.,papusihich too skakuraa amkiravasih,VS
karuk-2013-03-29-vs-4_20,papusihich too skakunih.,papusihich too skakunih,VS
karuk-2013-03-29-vs-4_21,pa'avansa too path pa'unuhxiitich xas ikrivkirak.,paqavansa too path paqunuhxiitich xas ikrivkirak,VS
karuk-2013-03-29-vs-4_22,pa'ipaha too kyivishrih.,paqipaha too kyivishrih,VS
karuk-2013-03-29-vs-4_23,pa'ipaha vura yav too kyivish.,paqipaha vura yav too kyivish,VS
karuk-2013-03-29-vs-4_24,a' tupaathuraa pa'ipahak pa'unuhxiitich.,aq tupaathuraa paqipahak paqunuhxiitich,VS
karuk-2013-03-29-vs-4_25,ipahak tupaathka.,ipahak tupaathka,VS
karuk-2013-03-29-vs-4_26,tupaathunih.,tupaathunih,VS
karuk-2013-03-29-vs-4_27,a' tupaathunih ipahak.,aq tupaathunih ipahak,VS
karuk-2013-03-29-vs-4_28,uktinvunaatih.,uktinvunaatih,VS
karuk-2013-03-29-vs-4_29,sara muuk too ktinvunaa.,sara muuk too ktinvunaa,VS
karuk-2013-03-29-vs-4_30,pasara vura too ktinvunaa taay pa'araaras.,pasara vura too ktinvunaa taay paqaraaras,VS
karuk-2013-03-29-vs-4_31,pa'sara vura too ktir.,paqsara vura too ktir,VS
karuk-2013-03-29-vs-4_32,too ktir pa'avansa.,too ktir paqavansa,VS
karuk-2013-03-29-vs-4_33,pa'as muuk vura too ktir pa'avansa.,paqas muuk vura too ktir paqavansa,VS
karuk-2013-03-29-vs-4_34,xayfaat ishkaakatih.,xayfaat ishkaakatih,VS
karuk-2013-03-29-vs-4_35,xayfaat i'aamtih.,xayfaat iqaamtih,VS
karuk-2013-03-29-vs-4_36,too yuuhva.,too yuuhva,VS
karuk-2013-03-29-vs-4_37,papusihich too yuuhva.,papusihich too yuuhva,VS
karuk-2013-03-29-vs-4_38,papusihich too msakar.,papusihich too msakar,VS
karuk-2013-03-29-vs-4_39,papusihich too msakar papuuvish.,papusihich too msakar papuuvish,VS
karuk-2013-03-29-vs-4_40,naa pananipusihich axakyaan ni'akihtih.,naa pananipusihich axakyaan niqakihtih,VS
karuk-2013-03-29-vs-4_41,naa kuyrakyaan ni'aamtih.,naa kuyrakyaan niqaamtih,VS
karuk-2013-03-29-vs-4_42,naa pithyaan ni'aamtih.,naa pithyaan niqaamtih,VS
karuk-2013-03-29-vs-4_43,naa vura pananipusihich vura taay u'aamtih.,naa vura pananipusihich vura taay uqaamtih,VS
karuk-2013-03-29-vs-4_44,pananipusihich uum vura mah'iit kich u'aamtih.,pananipusihich uum vura mahqiit kich uqaamtih,VS
karuk-2013-03-29-vs-4_45,axakyaan Medford nivaaram.,axakyaan Medford nivaaram,VS
karuk-2013-03-29-vs-4_46,naa neepeerat ta koo iim peeshkaaktih.,naa neepeerat ta koo iim peeshkaaktih,VS
karuk-2013-03-29-vs-4_47,xayfaat ta koo peeshkaaktih.,xayfaat ta koo peeshkaaktih,VS
karuk-2013-03-29-vs-4_48,ta koo peexapkooti pa'unuhxiitich.,ta koo peexapkooti paqunuhxiitich,VS
karuk-2015-04-18-vs-4_01,koovura tithafip pa'aama.,koovura tithafip paqaama,VS
karuk-2015-04-18-vs-4_02,"koovura tithafip pa'aama, pufaat vura naa.",koovura tithafip paqaama pufaat vura naa,VS
karuk-2015-04-18-vs-4_03,naa pufaat.,naa pufaat,VS
karuk-2015-04-18-vs-4_04,iim tithafip pa'aama.,iim tithafip paqaama,VS
karuk-2015-04-18-vs-4_05,,,
karuk-2015-04-18-vs-4_06,papusihich vura uum ishriiv.,papusihich vura uum ishriiv,VS
karuk-2015-04-18-vs-4_07,"papusihich vura uum taay poo'aamtih, xas vura uum puxich tu'ishriivha.",papusihich vura uum taay pooqaamtih xas vura uum puxich tuqishriivha,VS
karuk-2015-04-18-vs-4_08,"papusihich vura pu'aamtihara, xas vura payeem ta axaska.",papusihich vura puqaamtihara xas vura payeem ta axaska,VS
karuk-2015-04-18-vs-4_09,"vura uum taay pamu'ifunih, papusihich.",vura uum taay pamuqifunih papusihich,VS
karuk-2015-04-18-vs-4_10,,,
karuk-2015-04-18-vs-4_11,papusihich uum pufaat pamu'ifunih payeem.,papusihich uum pufaat pamuqifunih payeem,VS
karuk-2015-04-18-vs-4_12,pa'ishkeesh tupivaxrah.,paqishkeesh tupivaxrah,VS
karuk-2015-04-18-vs-4_13,tupivaxrah.,tupivaxrah,VS
karuk-2015-04-18-vs-4_14,"vura uum puxich tu'uh, pa'ishkeesh.",vura uum puxich tuquh paqishkeesh,VS
karuk-2015-04-18-vs-4_15,tu'uh.,tuquh,VS
karuk-2015-04-18-vs-4_16,pa'ishkeesh vura uum puxich tu'uh.,paqishkeesh vura uum puxich tuquh,VS
karuk-2015-04-18-vs-4_17,pa'ishkeesh vura puxich tu'uh.,paqishkeesh vura puxich tuquh,VS
karuk-2015-04-18-vs-4_18,pa'ishkeesh u'uuhtih.,paqishkeesh uquuhtih,VS
karuk-2015-04-18-vs-4_19,vura uum kunish puyav imusahatihara.,vura uum kunish puyav imusahatihara,VS
karuk-2015-04-18-vs-4_20,puyav imusahatihara.,puyav imusahatihara,VS
karuk-2015-04-18-vs-4_21,naa vura kunish keevniikich.,naa vura kunish keevniikich,VS
karuk-2015-04-18-vs-4_22,"yav vura yaamach payupsitanach, xas vura uum pakeech ukyav, xas vura uum imusakeem.",yav vura yaamach payupsitanach xas vura uum pakeech ukyav xas vura uum imusakeem,VS
karuk-2015-04-18-vs-4_23,manaa vaa pa'avansa vura vaa puxich mit vura itihaan vura ikpihan.,manaa vaa paqavansa vura vaa puxich mit vura itihaan vura ikpihan,VS
karuk-2015-04-18-vs-4_24,"itihaan vura vaa ikpihan, karu xas vura vaa poo'if vura vaa itihaan vura ikpihan.",itihaan vura vaa ikpihan karu xas vura vaa pooqif vura vaa itihaan vura ikpihan,VS
karuk-2015-04-18-vs-4_25,ip poo'if xas vura vaa ikpihan.,ip pooqif xas vura vaa ikpihan,VS
karuk-2015-04-18-vs-4_26,xas vura itihaan vura vaa ikpihan.,xas vura itihaan vura vaa ikpihan,VS
karuk-2015-04-18-vs-4_27,itihaan vura vaa ikpihan.,itihaan vura vaa ikpihan,VS
karuk-2015-04-18-vs-4_28,"poo'iifti xas vura vaa kaarim, vura pufaat pu'uum, taay vura pufaat.",pooqiifti xas vura vaa kaarim vura pufaat puquum taay vura pufaat,VS
karuk-2015-04-18-vs-4_29,xas vura vaa tu'if.,xas vura vaa tuqif,VS
karuk-2015-04-18-vs-4_30,"vura pufaat uum vura mu'am mu'uup, xas vura vaa kaarim, xas vura vaa poo'iiftih.",vura pufaat uum vura muqam muquup xas vura vaa kaarim xas vura vaa pooqiiftih,VS
karuk-2015-04-18-vs-4_31,vura uum kaanimich pa'asiktavaan.,vura uum kaanimich paqasiktavaan,VS
karuk-2015-04-18-vs-4_32,pa'araar uum vura pupitihara.,paqaraar uum vura pupitihara,VS
karuk-2015-04-18-vs-4_33,vaaram ti'if.,vaaram tiqif,VS
karuk-2015-04-18-vs-4_34,kunish apxantinihich imusahitih.,kunish apxantinihich imusahitih,VS
karuk-2015-04-18-vs-4_35,pa'avansa ipshuunkunich.,paqavansa ipshuunkunich,VS
karuk-2015-04-18-vs-4_36,"pa'avansa ipshuunkunich, arara'avansa.",paqavansa ipshuunkunich araraqavansa,VS
karuk-2015-04-18-vs-4_37,apxantinihich'avansa uum kunish vaaramas.,apxantinihichqavansa uum kunish vaaramas,VS
karuk-2015-04-18-vs-4_38,pufaat mikafih.,pufaat mikafih,VS
karuk-2015-04-18-vs-4_39,xas payeem vura itniivka.,xas payeem vura itniivka,VS
karuk-2015-04-18-vs-4_40,vaa vura uum puxich ta nafurathfip.,vaa vura uum puxich ta nafurathfip,VS
karuk-2015-04-18-vs-4_41,karu puxich tufurathfip.,karu puxich tufurathfip,VS
karuk-2015-04-18-vs-4_42,iim karu pee'ahooti vurava kunish furathfip.,iim karu peeqahooti vurava kunish furathfip,VS
karuk-2015-04-18-vs-4_43,ip peevoonfuruk ip kunish vaa ifurathfiptih.,ip peevoonfuruk ip kunish vaa ifurathfiptih,VS
karuk-2015-04-18-vs-4_44,ikiich pami'avansa teexviphuunish.,ikiich pamiqavansa teexviphuunish,VS
karuk-2015-04-18-vs-4_45,ikiich apapkam vaa mi'asimnaam itxaariheen.,ikiich apapkam vaa miqasimnaam itxaariheen,VS
karuk-2015-04-18-vs-4_46,ip u'aasishrihat.,ip uqaasishrihat,VS
karuk-2015-04-18-vs-4_47,ip u'aasishriheen kunish vaa puyav ipmahoonkoonatihara.,ip uqaasishriheen kunish vaa puyav ipmahoonkoonatihara,VS
karuk-2015-04-18-vs-4_48,pay ni'aveesh.,pay niqaveesh,VS
karuk-2015-04-18-vs-4_49,naa nitxaarih.,naa nitxaarih,VS
karuk-2015-04-18-vs-4_50,xas vura uum yav neepmahoonkoonatih.,xas vura uum yav neepmahoonkoonatih,VS
karuk-2015-04-18-vs-4_51,iim huut ipmahoonkoonatih?,iim huut ipmahoonkoonatih,VS
karuk-2015-04-18-vs-4_52,iim yav ipmahoonkoonatih.,iim yav ipmahoonkoonatih,VS
karuk-2015-04-18-vs-4_53,payeem xas?,payeem xas,VS
karuk-2015-04-18-vs-4_54,yav ikyaati papusihich.,yav ikyaati papusihich,VS
karuk-2015-04-18-vs-4_55,"xayfaat ikyav vaa, kaarim ikyaatih.",xayfaat ikyav vaa kaarim ikyaatih,VS
karuk-2015-04-18-vs-4_56,ip poovoonfuruk uksaahtih.,ip poovoonfuruk uksaahtih,VS
karuk-2015-04-18-vs-4_57,uum karu poovoonfurukati puyav ipmahoonkoonatihara.,uum karu poovoonfurukati puyav ipmahoonkoonatihara,VS
karuk-2015-04-18-vs-4_58,,,
karuk-2015-04-18-vs-4_59,"iikam paaxiitichas kunihmarathunanaatih, xas vura vaa kaan kunikshaahtih.",iikam paaxiitichas kunihmarathunanaatih xas vura vaa kaan kunikshaahtih,VS
karuk-2015-04-18-vs-4_60,"iikam paaxiitichas kunihmarathununaatih, xas vura koovura yav kunipmahoonkoonatih.",iikam paaxiitichas kunihmarathununaatih xas vura koovura yav kunipmahoonkoonatih,VS
karuk-2015-04-18-vs-4_61,"puuhara, naa nixuti iikam vura kaan kunihmarathununaatih, xas koovura vaa vura yav kunipmahoonkoonatih.",puuhara naa nixuti iikam vura kaan kunihmarathununaatih xas koovura vaa vura yav kunipmahoonkoonatih,VS
karuk-2015-04-18-vs-4_62,oh vura utatuyishrihti vaa vura pay paporch.,oh vura utatuyishrihti vaa vura pay paporch,VS
karuk-2015-04-18-vs-4_63,karu pootatuyishrihat koovura paporch.,karu pootatuyishrihat koovura paporch,VS
karuk-2015-04-18-vs-4_64,vura uum cheech tutatuyish.,vura uum cheech tutatuyish,VS
karuk-2015-04-18-vs-4_65,cheech tutatuyishrih paporch.,cheech tutatuyishrih paporch,VS
karuk-2015-04-18-vs-4_66,vura cheech tutatuyishrih paporch.,vura cheech tutatuyishrih paporch,VS
VS-33_01,hooy pataripaan?,hooy pataripaan,VS
VS-33_02,vaa kaan uthivtakoo.,vaa kaan uthivtakoo,VS
VS-33_03,uthaantakoo pa'amkir.,uthaantakoo paqamkir,VS
VS-33_04,faat kuma'asip?,faat kumaqasip,VS
VS-33_05,hooy pa'apus?,hooy paqapus,VS
VS-33_06,pa'apus uum su'.,paqapus uum suq,VS
VS-33_07,pa'avansa uthxuunatih.,paqavansa uthxuunatih,VS
VS-33_08,vaa kaan ukrii.,vaa kaan ukrii,VS
VS-33_09,vaa kaan mukrivraam.,vaa kaan mukrivraam,VS
VS-33_10,vaa kaan pookrii.,vaa kaan pookrii,VS
VS-33_11,ishaha papaah.,ishaha papaah,VS
VS-33_12,vaa kaan tas karu.,vaa kaan tas karu,VS
VS-33_13,iikam patas.,iikam patas,VS
VS-33_14,hooy uum patasakaam?,hooy uum patasakaam,VS
VS-33_15,maruk ipaha.,maruk ipaha,VS
VS-33_17,vaa kaan uyukukuhiti yukukuh.,vaa kaan uyukukuhiti yukukuh,VS
VS-33_18,pataripaan too schur.,pataripaan too schur,VS
VS-33_19,naa ta nishchur.,naa ta nishchur,VS
VS-33_20,kaan uvarariihvutih,kaan uvarariihvutih,VS
VS-33_21,kaan uvarariihvutih kaan pa'aan,kaan uvarariihvutih kaan paqaan,VS
VS-33_22,vaa kaan aah too kyav.,vaa kaan aah too kyav,VS
VS-33_23,xas vaa kaan ukrii.,xas vaa kaan ukrii,VS
VS-33_24,vaa kaan too kriishrih.,vaa kaan too kriishrih,VS
VS-33_25,ahapiimich kaan ukrii,ahapiimich kaan ukrii,VS
VS-33_26,"vaa kaan taay pa'apus, apus'ipaha.",vaa kaan taay paqapus apusqipaha,VS
VS-33_27,ipaha vasihkam.,ipaha vasihkam,VS
VS-33_28,"vaa kaan ukrii, ikrivkir vasihkam.",vaa kaan ukrii ikrivkir vasihkam,VS
VS-33_29,ikrivkir vasihkam kaan ukrii.,ikrivkir vasihkam kaan ukrii,VS
VS-33_30,vaa kaan u'ichunvutih.,vaa kaan uqichunvutih,VS
VS-33_31,naa ni'ichunvutih.,naa niqichunvutih,VS
VS-33_32,tu'ichunva.,tuqichunva,VS
VS-33_33,ipaha kaan ukuuntakoo.,ipaha kaan ukuuntakoo,VS
VS-33_34,vaa kaan u''ichunvutih.,vaa kaan uqqichunvutih,VS
VS-33_35,vaa kaan mukrivraam.,vaa kaan mukrivraam,VS
VS-33_36,ta nimah pa'ikrivram'aaxkunish.,ta nimah paqikrivramqaaxkunish,VS
VS-33_37,ta nimah pa'ikrivraam.,ta nimah paqikrivraam,VS
VS-33_38,hooy peekrivram'aaxkunish?,hooy peekrivramqaaxkunish,VS
VS-33_39,"ta nimah, pa'uuxkunish xuntapan.",ta nimah paquuxkunish xuntapan,VS
VS-34a_01,ook uum pufaat pa'as.,ook uum pufaat paqas,VS
VS-34a_02,iikam pufaat pa'as.,iikam pufaat paqas,VS
VS-34a_03,ook uum vura pufaat pataay pa'as.,ook uum vura pufaat pataay paqas,VS
VS-34a_04,"ook uum vura taay pa'as, pufaat pay uum pa'ipaha.",ook uum vura taay paqas pufaat pay uum paqipaha,VS
VS-34a_05,ook uum vura taay pa'as.,ook uum vura taay paqas,VS
VS-34a_06,"ook uum vura pa'as kich, pufaat uum pa'ipaha.",ook uum vura paqas kich pufaat uum paqipaha,VS
VS-34a_07,"ook uum pufaat pa'ipaha, 'as kich.",ook uum pufaat paqipaha qas kich,VS
VS-34a_08,taay vura pa'as pay'ook pi'eep.,taay vura paqas payqook piqeep,VS
VS-34a_09,karu payeem vura uum taay pa'as.,karu payeem vura uum taay paqas,VS
VS-34a_10,vura uum payeem vura uum taay pa'as.,vura uum payeem vura uum taay paqas,VS
VS-34a_11,ook uum vura uum taay pa'as.,ook uum vura uum taay paqas,VS
VS-34a_12,"ook uum vura taay pa'as, payeem.",ook uum vura taay paqas payeem,VS
VS-34a_13,imaan vura uum taay pa'as pay'ook.,imaan vura uum taay paqas payqook,VS
VS-34a_14,ipit karu taay pa'as ook.,ipit karu taay paqas ook,VS
VS-34a_15,payeem karu vura uum taay pa'as ook.,payeem karu vura uum taay paqas ook,VS
VS-34a_16,ook uum vura uum taay paxuntapan.,ook uum vura uum taay paxuntapan,VS
VS-34a_17,ook uum pufaat paxuntapan.,ook uum pufaat paxuntapan,VS
VS-34a_18,vura uum kunish pufaat paxuntapan.,vura uum kunish pufaat paxuntapan,VS
